BÁO CÁO QUY ĐỔI CONVERSION ITEM MASTER,,,,,,,,,,,,,,
Item No,Item Name,UOM1,UOM2,UOM Conversion,UOM Piece,Type Item,Tấn/ UOM Conversion,M3/ UOM Conversion,UOM Conversion / Pallet,UOM Conv / Pal Layer,UOM2/UOM1,UOM Conv/Piece,Pallet chồng đôi,Item Status
BNTU00962,Túi màng phức hợp bột giặt SURF LNDRY PWDR PCH FL ROSE FRESH 2KG (68414735) (400x225xGS27.5)mm (BBB080039),Cai,,Cai,,PG,,,"12,000",,1,,,Active
BNTU00963,Túi màng phức hợp bột giặt SURF LNDRY PWDR PCH FL ROSE FRESH 5KG (68414751) (510x250xGS45)mm (BBB080041),Cai,,Cai,,PG,,,"12,500",,1,,,Active
BNTU00964,Túi màng phức hợp bột giặt SURF LNDRY PWDR PCH FL SUN FRESH 1.5KG (68556529) (BBB080052),Cai,,Cai,,PG,,,"5,000",,1,,,Active
BNTU00965,Túi màng phức hợp bột giặt SURF LNDRY PWDR PCH FL SUN FRESH 2KG (68414737) (400x225xGS27.5)mm (BBB080040),Cai,,Cai,,PG,,,"17,500",,1,,,Active
BNTU00966,Túi màng phức hợp bột giặt SURF LNDRY PWDR PCH FL SUN FRESH 5KG (68414753) (510x250xGS45)mm (BBB080042),Cai,,Cai,,PG,,,"12,500",,1,,,Active
BNTU00967,Túi màng phức hợp bột giặt SURF PRO LDRY PWDR POU ROSE FRESH 10KG (68369464) (590x380xGS46.25)mm (BBB080035),Cai,,Cai,,PG,,,"5,000",,1,,,Active
BNTU00968,Túi màng phức hợp bột giặt SURF PRO LDRY PWDR POU ROSE FRESH 5KG (68369470) (510x250xGS45)mm (BBB080060),Cai,,Cai,,PG,,,"10,000",,1,,,Active
39038,BTP Má đùi gà rút xương,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
PRMS00815,Premix PR00815,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
39278,BTP Gà bọng 2 JLB (L),Kgs,,Kgs,,IP,0.001,,,,1,,,Active
AKNS00305,Bột đậu xanh rang không vỏ,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
04HP00151,68376381 Bột giặt SURF LDR PWDR PCH ROSE FRESH 6X2KG (PALLET),Bic,Thu,Thu,Bic,FG,0.012618,0.0289454,42,,6,6,,Active
04HP00152,68376382 Bột giặt SURF LDR PWDR PCH SUN FRESH 6X2KG,Bic,Thu,Thu,Bic,FG,0.012618,0.0289454,35,,6,6,,Active
867,Thăn chuột heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
868,Thịt vai heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
869,Xương cục heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
04HP00184,Nước xả vải Shotz Fabcon Floral 6chai x 2L,Cha,Thu,Thu,Cha,FG,0.01311,0.026976042,30,,6,6,,Active
04HP00185,Nước xả vải Shotz Fabcon Sensitive 6chai x 2L,Cha,Thu,Thu,Cha,FG,0.01311,0.026976042,30,,6,6,,Active
99DA00431,Gói dầu mì dinh dưỡng khoai tây Omachi xốt Bò hầm ly không thịt,Goi,,Goi,,IP,,,,,1,,,Active
99DA00432,Gói dầu mì dinh dưỡng khoai tây Omachi xốt Bò hầm tô,Goi,,Goi,,IP,,,,,1,,,Active
04HP00194,Nước rửa chén NET đậm đặc hương Chanh (combo) XK 4kg,Cha,,Cha,Cha,FG,0.0042,0.0081585,,,1,1,,Active
BNMC00741,Màng co nắp hũ hạt nêm CHIN-SU 450gr,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
04VF01002,Hũ nhựa PET hạt nêm CHIN-SU 450gr,Cai,,Cai,,PG,,,"12,000",,1,,,Active
BTCH00033,Chai thủy tinh NM CHIN-SU cá cơm Biển Đông thu hồi 720ml,Cai,,Cai,,PG,,,648,,1,,,Active
BNNA00301,Nắp CSD 1881 đen 1 mảnh (KM) 2.15gr,Cai,,Cai,,PG,,,,,1,,,Active
97KM02795,Dù 8 múi NTL Wake up 247,Cai,,Cai,,POSM,0.026,0.03879,200,,1,,,Active
39228,BTP Cánh gà (XL),Kgs,,Kgs,,IP,0.001,,,,1,,,Active
39229,BTP Đùi tỏi gà (XL),Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BNCH00331,Chai trơn nước rửa chén NET Trà xanh kháng khuẩn 3.8kg,Cai,,Cai,,PG,,,,,1,,,Active
BNCH00332,Chai trơn nước rửa chén NET Trà xanh kháng khuẩn 4kg,Cai,,Cai,,PG,,,,,1,,,Active
BGHO00035,Hộp bột giặt Shotz Cold Water F/T 800gr (154x94x144)mm (BBB050074),Bo,,Bo,,PG,,,"5,400",,1,,,Active
BGHO00036,Hộp bột giặt Shotz Front Loader 800gr (154x94x144)mm (BBB050026),Bo,,Bo,,PG,,,"5,400",,1,,,Active
BGHO00037,Hộp bột giặt Shotz Top Loader 800gr (154x94x144)mm (BBB050027),Bo,,Bo,,PG,,,"6,000",,1,,,Active
BGHO00038,Hộp bột giặt SURF LDR HWTL FLORAL FRESH 1KG (68481082) (155x90x140)mm (BBB050073),Bo,,Bo,,PG,,,"4,000",,1,,,Active
BGHO00039,Hộp bột giặt SURF LDR HWTL FLORAL FRESH 2KG (68481085) (245x100x154)mm (BBB050064),Cai,,Cai,,PG,,,"1,600",,1,,,Active
BGHO00040,Hộp bột giặt SURF LDR HWTL FLORAL FRESH 5KG (68481088) (260x130x280)mm (BBB050060),Cai,,Cai,,PG,,,"16,000",,1,,,Active
BGHO00041,Hộp bột giặt SURF LDR HWTL ROSE FRESH 2KG (68481083) (245x100x154)mm (BBB050065),Cai,,Cai,,PG,,,"3,000",,1,,,Active
BGHO00042,Hộp bột giặt SURF LDR HWTL ROSE FRESH 5KG (68481086) (260x130x280)mm (BBB050059),Cai,,Cai,,PG,,,"1,920",,1,,,Active
BGHO00043,Hộp bột giặt SURF LDR HWTL SUN FRESH 2KG (68481084) (245x100x154)mm (BBB050066),Cai,,Cai,,PG,,,"3,000",,1,,,Active
BNTU00969,Túi màng phức hợp bột giặt SURF PRO LDRY PWDR POU SUN FRESH 10KG (68369468) (590x380xGS46.25)mm (BBB080037),Cai,,Cai,,PG,,,"5,000",,1,,,Active
BNTU00970,Túi màng phức hợp bột giặt SURF PRO LDRY PWDR POU SUN FRESH 5KG (68369474) (510x250xGS45)mm (BBB080061),Cai,,Cai,,PG,,,"15,000",,1,,,Active
BNTU00971,Túi màng phức hợp bột giặt SURF ROSE FRESH LDRY PWDR POU FL 10KG (68480673) (590x380xGS46.25)mm (BBB080045),Cai,,Cai,,PG,,,"5,000",,1,,,Active
BNTU00972,Túi màng phức hợp bột giặt SURF SUN FRESH LDRY PWDR POU FL 10KG (68480675) (590x380xGS46.25)mm (BBB080046),Cai,,Cai,,PG,,,"5,000",,1,,,Active
BNTU00973,Túi màng phức hợp bột giặt White NET Lemon 800gr (280x170xGS17.5)mm (BBB080017),Cai,,Cai,,PG,,,"44,000",,1,,,Active
BNTU00974,Túi PE hộp bột giặt 500gr - 1kg (280x220)mm (BBB080025),Cai,,Cai,,PG,,,"80,000",,1,,,Active
BNTU00975,Túi PE hộp bột giặt Surf (không in) 5kg (BBB080043),Cai,,Cai,,PG,,,"18,000",,1,,,Active
BNTU00976,Túi PE hộp bột giặt XK Henkel 6kg (560x250xGS65)mm (BBB080023),Cai,,Cai,,PG,,,"6,000",,1,,,Active
BNTU00977,Túi PE phuy 155kg (1400mm x 940mm x 70µm) (BBL081008),Cai,,Cai,,PG,,,"2,000",,1,,,Active
1031,Heo mảnh đặc biệt,Kgs,Man,Man,Tui,FG,1.764,,,,42,4,,Active
1032,Heo mảnh ấm,Kgs,Man,Man,Tui,FG,1.764,,,,42,4,,Active
39039,BTP Má đùi gà rút xương không da,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BGTB00080,Thùng carton bia Red Ruby 330ml (402x267x119)mm,Cai,,Cai,,PG,,,,,1,,,Active
04HP00153,68376382 Bột giặt SURF LDR PWDR PCH SUN FRESH 6X2KG (PALLET),Bic,Thu,Thu,Bic,FG,0.012618,0.0289454,42,,6,6,,Active
04HP00154,68376383 Bột giặt SURF LDR PWDR PCH ROSE FRESH 2X5KG,Bic,Thu,Thu,Bic,FG,0.0106,0.0188328,60,,2,2,,Active
04HP00186,Bột giặt NET Extra (combo) 5.5kg,Bic,,Bic,Bic,FG,0.00557,0.0151525,,,1,1,,Active
04HP00188,Bột giặt NET xá 1bao x 20kg,Bao,,Bao,Bao,FG,0.022,0.2,30,5,1,1,,Active
97KM02783,Mockup gói mì Omachi Spaghetti,Cai,,Cai,,POSM,0.00004,0.000288,,,1,,,Active
BKNA00009,Nắp hũ hạt nêm CHIN-SU 450gr,Cai,,Cai,,PG,,,"19,200",,1,,,Active
04MS01380,Màng mì Kokomi Đại 90 Tôm chua cay MN 90gr (1800m x 305mm x 45µm),Cuo,Met,Met,,PG,,,"64,800",,0,,,Active
04MS01381,Màng mì Kokomi Đại 90 Tôm chua cay MB 90gr (1800m x 305mm x 45µm),Cuo,Met,Met,,PG,,,"64,800",,0,,,Active
BNCH00310,Chai trơn nước lau sàn NET Bạc hà 1kg,Cai,,Cai,,PG,,,,,1,,,Active
BNCH00333,Chai trơn nước rửa chén Sạch Chanh 3.8kg,Cai,,Cai,,PG,,,,,1,,,Active
BGHO00044,Hộp bột giặt SURF LDR HWTL SUN FRESH 5KG (68481087) (260x130x280)mm (BBB050061),Cai,,Cai,,PG,,,"1,600",,1,,,Active
BGHO00045,Hộp bột giặt SURF LDR PWDR BOX ROSE FRESH 1KG (68376379) (155x90x140)mm (BBB050050),Bo,,Bo,,PG,,,"4,000",,1,,,Active
BGHO00046,Hộp bột giặt SURF LDR PWDR BOX SUN FRESH 1KG (68376380) (155x90x140)mm (BBB050051),Bo,,Bo,,PG,,,"5,000",,1,,,Active
BGHO00047,Hộp bột giặt SURF LDR PWDR FL FLORAL FRESH 500G (68481091) (150x87x105)mm (BBB050072),Bo,,Bo,,PG,,,"9,600",,1,,,Active
BGHO00048,Hộp bột giặt SURF LDR PWDR FL FLORAL FRESH 5KG (68481103) (260x130x280)mm (BBB050069),Cai,,Cai,,PG,,,"1,800",,1,,,Active
BGHO00049,Hộp bột giặt SURF LDR PWDR FL ROSE FRESH 2KG (68481095) (245x100x154)mm (BBB050062),Cai,,Cai,,PG,,,"2,000",,1,,,Active
BGHO00050,Hộp bột giặt SURF LDR PWDR FL ROSE FRESH 500G (68481089) (150x87x105)mm (BBB050070),Bo,,Bo,,PG,,,"7,000",,1,,,Active
BGHO00051,Hộp bột giặt SURF LDR PWDR FL ROSE FRESH 5KG (68481098) (260x130x280)mm (BBB050053),Cai,,Cai,,PG,,,"1,280",,1,,,Active
BGHO00052,Hộp bột giặt SURF LDR PWDR FL SUN FRESH 2KG (68481096) (245x100x154)mm (BBB050063),Cai,,Cai,,PG,,,"1,600",,1,,,Active
CAKH00306,Dây kẽm cột hàng bột giặt XK Nhật 5kg (BBB000008),Cuo,,Cuo,,PG,,,100,,1,,,Active
BNMA00026,Màng phức hợp bột giặt Hogar Lavanda 1000gr (445x260)mm (BBB070007),Cuo,M2,M2,,PG,,,"12,015",,0,,,Active
BNMA00027,Màng phức hợp bột giặt Hogar Lavanda 250gr (285x205)mm (BBB070008),Cuo,M2,M2,,PG,,,"7,695",,0,,,Active
BNMA00028,Màng phức hợp bột giặt Hogar Lavanda 500gr (375x225)mm (BBB070009),Cuo,M2,M2,,PG,,,"10,125",,0,,,Active
BNMA00029,Màng phức hợp bột giặt Hogar Limon 1000gr (445x260)mm (BBB070010),Cuo,M2,M2,,PG,,,"12,015",,0,,,Active
BNMA00030,Màng phức hợp bột giặt Hogar Limon 250gr (285x205)mm (BBB070011),Cuo,M2,M2,,PG,,,"7,695",,0,,,Active
BNMA00031,Màng phức hợp bột giặt Hogar Limon 3kg (585x495)mm (BBB070012),Cuo,M2,M2,,PG,,,"15,795",,0,,,Active
BNMA00032,Màng phức hợp bột giặt Hogar Limon 500gr (375x225)mm (BBB070013),Cuo,M2,M2,,PG,,,"10,125",,0,,,Active
BNMA00033,Màng phức hợp bột giặt Hogar Limon 5kg (710x510)mm (BBB070014),Cuo,M2,M2,,PG,,,"19,170",,0,,,Active
ATDV00262,Gà ta ngon nguyên lông giống 3F107,Kgs,CON,CON,,RM,0.002,,,,2,,,Active
02KK00414,Mì Kokomi Đại trộn một gói rưỡi Thái chua cay 30gói x 134gr,Goi,Thu,Thu,Goi,FG,4.57E-03,0.023025072,60,6,30,30,,Active
04HP00155,68376385 Bột giặt SURF LDR PWDR PCH SUN FRESH 2X5KG,Bic,Thu,Thu,Bic,FG,0.0106,0.0188328,60,,2,2,,Active
04HP00156,68613337 Bột giặt SURF PRO ROSE FRESH TL PWDR PH 1X10KG,Bic,,Bic,Bic,FG,0.01008,0.0207385,70,,1,1,,Active
870,Xương ống heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
04HP00160,68690396 Bột giặt SURF LDR PWDR FL ROSE FRESH BKT 1X9KG,Xo,,Xo,Xo,FG,0.009952,0.033886413,36,,1,1,,Active
04HP00195,Nước rửa chén NET Trà xanh & Gừng (combo) 15chai x 750gr,Cha,Thu,Thu,Cha,FG,0.013245,0.02359335,48,12,15,15,,Active
BNPH00073,Phôi (60gr) hũ hạt nêm CHIN-SU 450gr,Cai,,Cai,,PG,,,"5,600",,1,,,Active
BGTN00297,Thùng caron NT CHIN-SU cao cấp 300ml (265x205x224)mm,Cai,,Cai,,PG,,,,,1,,,Active
99DA00530,Gói dầu mì Kokomi Đại một gói rưỡi Tôm chua cay,Goi,,Goi,,IP,,,"126,000",,1,,,Active
99DA00531,Gói dầu mì Kokomi Đại một gói rưỡi Tôm chua cay (Transfer MHD),Goi,,Goi,,IP,,,"171,500",,1,,,Active
09NC00122,Ngũ cốc VCF XK Nhật gián tiếp 14bịch x 20gói x 25gr,Bic,Thu,Thu,Goi,FG,8.23E-03,0.035871885,36,9,14,280,Y,Active
BGNF00630,Nhãn decal túi ngũ cốc VCF XK Nhật gián tiếp 25gr (175x70)mm,Cai,,Cai,,PG,,,,,1,,,Active
99NM30063,BTP3 NM CHIN-SU cá cơm Biển Đông trân quý,Lit,,Lit,,IP,,,,,1,,,Active
97KM02602,Huy hiệu vàng bia Red Ruby 24K (loại 3 chỉ),Luo,Mie,Mie,,POSM,,,,,0,,,Active
BGST01462,Nhãn trước nước xả vải Optimo Fabcon 4L (140x115)mm,Cai,,Cai,,PG,,,"54,000",,1,,,Active
BGST01463,Nhãn sau nước xả vải Optimo Fabcon 4L (140x115)mm,Cai,,Cai,,PG,,,"54,000",,1,,,Active
BNTU00984,Túi bigbag (1000x1000x1450)mm,Cai,,Cai,,PG,,,100,,1,,,Active
BNCH00311,Chai trơn nước lau sàn NET Bạc hà 3.8kg,Cai,,Cai,,PG,,,,,1,,,Active
BNCH00312,Chai trơn nước lau sàn NET Bạc hà 4kg,Cai,,Cai,,PG,,,,,1,,,Active
BNCH00334,Chai trơn nước rửa chén Sạch Trà xanh 3.8kg,Cai,,Cai,,PG,,,,,1,,,Active
BNCH00335,Chai trơn nước tẩy bồn cầu NET (tiếng Anh) 500gr,Cai,,Cai,,PG,,,,,1,,,Active
BGHO00053,Hộp bột giặt SURF LDR PWDR FL SUN FRESH 500G (68481090) (150x87x105)mm (BBB050071),Bo,,Bo,,PG,,,"8,400",,1,,,Active
BGHO00054,Hộp bột giặt SURF LDR PWDR FL SUN FRESH 5KG (68481099) (260x130x280)mm (BBB050054),Cai,,Cai,,PG,,,"12,800",,1,,,Active
BGHP00169,Thùng carton bột giặt JNO Soft In 2kg (501x314x156)mm (BBB040029),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00170,Thùng carton bột giặt NET Front Loader 2.5kg (380x255x342)mm (BBB040082),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00171,Thùng carton bột giặt NET Front Loader 3kg (380x255x339)mm (BBB040040),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00172,Thùng carton bột giặt NET hương Hoa Sứ 50gr (530x350x180)mm (BBB040048),Cai,,Cai,,PG,,,720,,1,,,Active
BGHP00173,Thùng carton bột giặt Shotz Cold Water F/T 800gr (385x315x290)mm (BBB040177),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00174,Thùng carton bột giặt Shotz Front Loader 800gr (385x315x290)mm (BBB040075),Cai,,Cai,,PG,,,720,,1,,,Active
BGHP00175,Thùng carton bột giặt Shotz Top Loader 800gr (385x315x290)mm (BBB040076),Cai,,Cai,,PG,,,720,,1,,,Active
BNMA00034,Màng phức hợp bột giặt Hogar Plus Lavanda 1000gr (445x260)mm (BBB070015),Cuo,M2,M2,,PG,,,"12,015",,0,,,Active
BNMA00035,Màng phức hợp bột giặt Hogar Plus Lavanda 250gr (285x205)mm (BBB070016),Cuo,M2,M2,,PG,,,"7,695",,0,,,Active
BNMA00036,Màng phức hợp bột giặt Hogar Plus Lavanda 500gr (375x225)mm (BBB070017),Cuo,M2,M2,,PG,,,"10,125",,0,,,Active
BNMA00037,Màng phức hợp bột giặt Hogar Plus Limon 1000gr (445x260)mm (BBB070018),Cuo,M2,M2,,PG,,,"12,015",,0,,,Active
BNMA00038,Màng phức hợp bột giặt Hogar Plus Limon 250gr (285x205)mm (BBB070019),Cuo,M2,M2,,PG,,,"7,695",,0,,,Active
BNMA00039,Màng phức hợp bột giặt Hogar Plus Limon 3kg (585x495)mm (BBB070024),Cuo,M2,M2,,PG,,,"15,795",,0,,,Active
BNMA00040,Màng phức hợp bột giặt Hogar Plus Limon 500gr (375x225)mm (BBB070020),Cuo,M2,M2,,PG,,,"10,125",,0,,,Active
BNMA00041,Màng phức hợp bột giặt Hogar Plus Limon 5kg (710x510)mm (BBB070025),Cuo,M2,M2,,PG,,,"19,170",,0,,,Active
BNMA00042,Màng phức hợp bột giặt Hogar Plus Rosa 1000gr (445x260)mm (BBB070021),Cuo,M2,M2,,PG,,,"12,015",,0,,,Active
04HP00144,68376373 Bột giặt SURF LDR PWDR PCH ROSE FRESH 20X500G,Bic,Thu,Thu,Bic,FG,0.0106,0.01924,50,,20,20,,Active
04HP00157,68613339 Bột giặt SURF PRO SUN FRESH TL PWDR PH 1X10KG,Bic,,Bic,Bic,FG,0.01008,0.0207385,70,,1,1,,Active
871,Nạc đùi heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
872,Nạc thăn heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
873,Thịt đùi heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
04HP00161,68690398 Bột giặt SURF LDR PWDR FL SUN FRESH BKT 1X9KG,Xo,,Xo,Xo,FG,0.009952,0.033886413,36,,1,1,,Active
04HP00162,68826793 Bột giặt SURF PRO TL PWDR PCH WITH FABCON 1X10KG,Bic,,Bic,Bic,FG,0.01008,0.0207385,60,,1,1,,Active
04HP00187,Bột giặt NET hương Hoa Sứ (combo) 2.4kg,Bic,,Bic,Bic,FG,0.00245,0.0055913,,,1,1,,Active
04HP00189,Bột giặt Rose xá 1bao x 10kg,Bao,,Bao,Bao,FG,0.011,0.1,42,,1,1,,Active
03HG00152,Hạt nêm CHIN-SU ngọt thanh Nấm Shiitake và Tảo Kombu 6hũ x 450gr,Hu,Thu,Thu,Hu,FG,3.10E-03,5.86E-03,80,,6,6,,Active
BGNT00330,Nhãn decal NT CHIN-SU cao cấp 300ml,Cai,Cuo,Cuo,,PG,,,,,"2,500",,,Active
BGNF00631,Nhãn decal thùng ngũ cốc VCF XK Nhật gián tiếp 25gr (180x90)mm,Cai,,Cai,,PG,,,,,1,,,Active
02XX00151,Xúc xích tiệt trùng Ponnie vị Heo 20gói x 6cây x 33gr,Goi,Thu,Thu,Goi,FG,0.00436,0.0084535,108,12,20,20,,Active
04HP00253,Bột giặt NET hương Hoa Sứ (combo) 2.4kg (túi),Bic,,Bic,Bic,FG,0.00245,0.0055913,,,1,1,,Active
04MS01366,Màng mì Omachi Lẩu Tôm chua cay XK Taiwan 80gr (1800m x 290mm x 46µm),Cuo,Met,Met,,PG,1.35E-05,0.0000075,"64,800",,0,,,Active
04MS01367,Màng mì Omachi Sườn XK Taiwan 80gr (1800m x 290mm x 46µm),Cuo,Met,Met,,PG,1.35E-05,0.0000075,"64,800",,0,,,Active
BNCH00303,Bộ phuy HDPE SLES 210kg (KHL000006),Bo,,Bo,,PG,,,4,,1,,,Active
99HH01074,BTP xốt ngâm bắp bò,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01075,BTP xốt ngâm tai heo sả tắc,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BNCH00313,Chai trơn nước lau sàn NET Extra 3.8kg,Cai,,Cai,,PG,,,,,1,,,Active
BNCH00336,Chai trơn nước xả Joins hương Flower Serum chuyên dụng cho Joins Pro 4kg,Cai,,Cai,,PG,,,,,1,,,Active
BGHP00176,Thùng carton bột giặt Super NET 100gr (490x270x215)mm (BBB040168),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00177,Thùng carton bột giặt SURF LDR HWTL FLORAL FRESH 10X1KG (68481082) (471x328x151)mm (BBB040158),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00178,Thùng carton bột giặt SURF LDR HWTL FLORAL FRESH 3X5KG (68481088) (418x264x283)mm (BBB040133),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00179,Thùng carton bột giặt SURF LDR HWTL FLORAL FRESH 6X2KG (68481085) (501x314x156)mm (BBB040137),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00180,Thùng carton bột giặt SURF LDR HWTL ROSE FRESH 3X5KG (68481086) (418x264x283)mm (BBB040132),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00181,Thùng carton bột giặt SURF LDR HWTL ROSE FRESH 6X2KG (68481083) (501x314x156)mm (BBB040138),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00182,Thùng carton bột giặt SURF LDR HWTL SUN FRESH 3X5KG (68481087) (418x264x283)mm (BBB040134),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00183,Thùng carton bột giặt SURF LDR HWTL SUN FRESH 6X2KG (68481084) (501x314x156)mm (BBB040139),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00184,Thùng carton bột giặt SURF LDR PWDPCH HWTL FLORL FRSH 99X100G (68414717) (395x340x170)mm (BBB040159),Cai,,Cai,,PG,,,520,,1,,,Active
BNMA00043,Màng phức hợp bột giặt Hogar Plus Rosa 250gr (285x205)mm (BBB070022),Cuo,M2,M2,,PG,,,"7,695",,0,,,Active
BNMA00044,Màng phức hợp bột giặt Hogar Plus Rosa 500gr (375x225)mm (BBB070023),Cuo,M2,M2,,PG,,,"10,125",,0,,,Active
BNMA00045,Màng phức hợp bột giặt Hogar Rosa 1000gr (445x260)mm (BBB070026),Cuo,M2,M2,,PG,,,"12,015",,0,,,Active
BNMA00046,Màng phức hợp bột giặt Hogar Rosa 250gr (285x205)mm (BBB070027),Cuo,M2,M2,,PG,,,"7,695",,0,,,Active
BNMA00047,Màng phức hợp bột giặt Hogar Rosa 500gr (375x225)mm (BBB070028),Cuo,M2,M2,,PG,,,"10,125",,0,,,Active
BNMA00048,Màng phức hợp bột giặt NET hương Hoa Sứ 50gr (245x130)mm (BBB070035),Cuo,M2,M2,,PG,,,"8,820",,0,,,Active
BNMA00049,Màng phức hợp bột giặt Rose 100gr (BBB070040),Cuo,M2,M2,,PG,,,"6,615",,0,,,Active
BNMA00050,Màng phức hợp bột giặt Super NET 100gr (245x170)mm (BBB070077),Cuo,M2,M2,,PG,,,"6,615",,0,,,Active
BNMA00051,Màng phức hợp bột giặt SURF LDR PWDPCH HWTL FLORL FRSH 100G (68414717) (285x150)mm (BBB070071),Cuo,M2,M2,,PG,,,"7,695",,0,,,Active
04MS01172,Màng mì Tiến Vua Tôm chua cay 60gr (1800m x 270mm x 45µm),Cuo,Met,Met,,PG,,,,,0,,,Active
BGTM01089,Thùng carton mì Tiến Vua Tôm chua cay MN 60gr (350x105x295)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTM01090,Thùng carton mì Tiến Vua Tôm chua cay MB 60gr (350x95x315)mm,Cai,,Cai,,PG,0.0001705,0.0010947,,,1,,,Active
BNCH00357,Chai PET Phúc Long 1L,Cai,Bao,Bao,,PG,,,25,,120,,,Active
04HP00145,68376374 Bột giặt SURF LDR PWDR PCH SUN FRESH 20X500G,Bic,Thu,Thu,Bic,FG,0.0106,0.01924,50,,20,20,,Active
04HP00146,68376377 Bột giặt SURF LDR PWDR PCH ROSE FRESH 10X1KG,Bic,Thu,Thu,Bic,FG,0.0106,0.017457,60,,10,10,,Active
04HP00158,68613345 Bột giặt SURF PRO ROSE FRESH TL PWD BKT S&R 1X9KG,Xo,,Xo,Xo,FG,0.009952,0.033886413,36,,1,1,,Active
04HP00159,68655279 Bột giặt SURF PRO FL LDY PWD BKT ROSE FRESH 1X9KG,Xo,,Xo,Xo,FG,0.009952,0.033886413,36,,1,1,,Active
874,Mỡ lưng heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
875,Da heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
876,Chân giò heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
877,Cốt lết heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
04HP00163,68826794 Bột giặt SURF PRO TL PWDR BKT WITH FABCON 1X9KG,Xo,,Xo,Xo,FG,0.009952,0.033886413,36,,1,1,,Active
04HP00164,68882710 Nước giặt SURF PRO TLHW LDR LIQ ROSE FRESH 2X5KG,Cha,Thu,Thu,Cha,FG,0.010886,0.02057472,48,16,2,2,,Active
04HP00196,Nước rửa chén NET đậm đặc (combo) 3.8kg,Cha,,Cha,Cha,FG,0.004,0.0081585,,,1,1,,Active
99PH00209,Phôi mì Kokomi một gói rưỡi MB,Cai,,Cai,,IP,,,,,1,,,Active
99HH01083,BTP ớt sấy nguyên trái,Kgs,,Kgs,,IP,0.001,,"1,000",,1,,,Active
94C300039,BTP cà phê hòa tan BH62 - RUS,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
94C500031,BTP cà phê hòa tan BH62 - RUS,Kgs,,Kgs,,IP,0.001,,450,,1,,,Active
02XX00147,Xúc xích tiệt trùng Heo cao bồi Xốt Trứng muối 48ly x (4cây x 15gr + 1gói Xốt 12gr),Ly,Thu,Thu,Ly,FG,5.10E-03,0.022644,78,13,48,48,Y,Active
97KM02803,Mockup chai nước mắm cá cơm Biển Đông 720ml (650x335)mm,Cai,,Cai,,POSM,0.0004,0.00108875,,,1,,,Active
99PH00201,Phôi mì Omachi Spaghetti gói lớn,Cai,,Cai,,IP,,,,,1,,,Active
94C600026,BTP cà phê VCF 3in1 Gold Original XK gián tiếp RUS,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BNCH00314,Chai trơn nước lau sàn NET tinh dầu Sả Chanh 3.8kg,Cai,,Cai,,PG,,,,,1,,,Active
BNCH00337,Chai trơn nước xả vải Optimo Fabric Conditioner 2L,Cai,,Cai,,PG,,,,,1,,,Active
BNCH00338,Chai trơn nước xả vải Shotz Fabcon Floral blue 4L,Cai,,Cai,,PG,,,,,1,,,Active
BGHP00185,Thùng carton bột giặt SURF LDR PWDR BOX ROSE FRESH 10X1KG (68376379) (471x328x151)mm (BBB040112),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00186,Thùng carton bột giặt SURF LDR PWDR BOX SUN FRESH 10X1KG (68376380) (471x328x151)mm (BBB040113),Cai,,Cai,,PG,,,520,,1,,,Active
