BÁO CÁO QUY ĐỔI CONVERSION ITEM MASTER,,,,,,,,,,,,,,
Item No,Item Name,UOM1,UOM2,UOM Conversion,UOM Piece,Type Item,Tấn/ UOM Conversion,M3/ UOM Conversion,UOM Conversion / Pallet,UOM Conv / Pal Layer,UOM2/UOM1,UOM Conv/Piece,Pallet chồng đôi,Item Status
03HH00051,Combo bánh tráng tương ớt CHIN-SU chua ngọt XK Hàn Quốc 2hộp x (12túi bánh tráng 200gr + 12chai TO CHIN-SU chua ngọt 120gr),Hop,Thu,Thu,Hop,FG,0.010486,0.0503712,20,5,2,2,,Active
CAKH00407,Tấm hanger tiêu đen xay Đắk Lắk CHIN-SU 10gr (210x150)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
BNTU01346,Túi pre-form tiêu đen xay Đắk Lắk CHIN-SU 10gr (225x280)mm,Cai,,Cai,,PG,,,"56,000",,1,,,Active
BGTG00388,Thùng carton tiêu đen xay Đắk Lắk CHIN-SU 10gr (315x220x135)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
BGTT00579,Thùng carton TO CHIN-SU Sriracha XK Mỹ 500gr (367x164x184)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM03702,Thanh chữ V nẹp góc pallet TO Costco,Cai,,Cai,,POSM,0.0006,0.00245,,,1,,,Active
BNMC00859,Màng co PVC NM (150mm x 180mm x 40µm),Kgs,Cai,Cai,,PG,2.40E-06,,"208,000",,0,,,Active
97KM03684,Bộ AW kệ Meat 4 tầng,Bo,,Bo,,POSM,0.0003,0.00348,806,,1,,,Active
97KM03685,Bộ AW kệ lục giác Meat Snack,Bo,,Bo,,POSM,0.00021,0.00368,,,1,,,Active
97KM03686,Mock-up mô hình mì ly đựng xúc xích Ponnie,Cai,,Cai,,POSM,0.0004,0.0045,384,,1,,,Active
97KM03687,Bộ standee chân sắt và hộc mica Ponnie,Bo,,Bo,,POSM,0.0009,0.00966,128,,1,,,Active
BGST02296,Sticker khối lượng tịnh thùng NG NET tinh khôi 3kg (130x35)mm,Cai,,Cai,,PG,,,,,1,,,Active
APPG00408,Sodium Ascorbate (INS 301),Kgs,,Kgs,,RM,0.001,,,,1,,,Active
BNST00172,Nhãn màng co DG Santoso việt quất & hoa violet hương vấn vương 640gr (125x219)mm,Cai,Cuo,Cuo,,PG,,,15,,"4,566",,,Active
BNST00173,Nhãn màng co DG Santoso dưa lưới & hoa nhài hương tươi mát 640gr (125x219)mm,Cai,Cuo,Cuo,,PG,,,15,,"4,566",,,Active
BGRI00007,Thùng carton cơm Omachi Bibimbap kiểu Hàn Quốc 192gr (344x330x244)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
BGTA00797,Thùng carton NM Nam Ngư cá cơm tươi 150ml (324x224x168)mm,Cai,,Cai,,PG,,,,,1,,,Active
04HP00530,Nước rửa chén NET đậm đặc hương Chanh 15chai x 750gr (XK ANT),Cha,Thu,Thu,Cha,FG,0.012602,0.028249452,48,12,15,15,,Active
04HP00531,Combo nước rửa chén NET đậm đặc hương Chanh 3can x 4kg + nước rửa chén NET đậm đặc hương Chanh 3chai x 250gr (XK UAE),Bo,Thu,Thu,Bo,FG,0.014203,0.036507494,40,10,3,3,,Active
BGHP00627,Thùng carton NRC NET đậm đặc hương Chanh (XK ANT) 5 lớp 750gr (300x285x265)mm,Cai,,Cai,,PG,,,520,,1,,,Active
99RA00311,Gói rau phở CHIN-SU Story hương vị bò XK Trung Quốc tô 81gr,Goi,,Goi,,IP,,,,,1,,,Active
BGTM01678,Thùng carton mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả (có thịt) KM 1chai TO CHIN-SU 250gr - 115gr (378x267x239)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGST02300,Sticker chai NM Nam Ngư XK Malaysia (Sangla) 750ml,Cai,,Cai,,PG,,,,,1,,,Active
BGST02320,Sticker thùng mì Omachi Tôm chua cay XK Poland (Asia Foods) (MHG) 79gr (60x85)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
BNMC00965,Cuộn màng nắp khay nem chua rán MEATDeli 500gr (1000m x 425mm x 58µm),Cuo,Met,Met,,PG,,,,,0,,,Active
BGST02322,Sticker thùng mì Omachi xốt Bò hầm Poland (Asia Foods) (MHG) 79gr (60x85)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
BNNK00160,Nhãn decal gà 3F Herbal (215x100)mm,Cai,,Cai,,PG,,,,,1,,,Active
ATDV00346,Mỡ nọng heo đông lạnh,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
97KM03700,Vợt pickleball Ecom,Cai,,Cai,,POSM,0.0002325,0.0013,,,1,,,Active
BGHP00632,Thùng carton NGX Chanté cao cấp 8 trong 1 hương hoa hồng Pháp (hanger) 60gr (410x295x190)mm,Cai,,Cai,,PG,,,520,,1,,,Active
02XX00254,Xúc xích thanh trùng Ponnie xông khói truyền thống 8cây x 62.5gr,Bic,,Bic,,FG,0.00051,,,,1,,,Active
02XX00255,Xúc xích thanh trùng Ponnie Mainstream xông khói truyền thống 5cây x 45gr,Bic,,Bic,,FG,0.000235,,,,1,,,Active
BNMF00387,Màng cà phê VCF hòa tan đen XK Korea (Hyosung) 1 lane 2gr (500m x 59mm x 66µm),Cuo,Met,Met,,PG,,,,,0,,,Active
BNTU01558,Túi cà phê VCF hòa tan đen XK Korea (Hyosung) 100stick 2gr (350x220)mm x XH 90mm,Cai,,Cai,,PG,,,"120,000",,1,,,Active
BGHF00253,Hộp cà phê VCF Chất cà phê sữa đá XK Korea (Tani) 29gr (135x65x195)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGHF00255,Hộp cà phê VCF hòa tan đen XK Korea (Hyosung) 2gr (120x62x70)mm,Cai,,Cai,,PG,,,"20,000",,1,,,Active
BGTF00632,Thùng carton cà phê VCF Chất cà phê sữa đá XK Korea (Tani) 29gr (339x279x401)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGNO00752,Nhãn decal TO CHIN-SU XK Czech (Dalat) mặt trước dạng cuộn 250gr,Cai,Cuo,Cuo,,PG,,,,,"7,500",,,Active
BGNO00753,Nhãn decal TO CHIN-SU XK Czech (Dalat) mặt sau dạng cuộn 250gr,Cai,Cuo,Cuo,,PG,,,,,"7,500",,,Active
BGTT00567,Thùng carton combo bánh tráng TO CHIN-SU chua ngọt XK Hàn Quốc 2hộp x (12túi bánh tráng 200gr + 12chai TO CHIN-SU chua ngọt 120gr),Cai,,Cai,,PG,,,,,1,,,Active
04MS01825,Màng tiêu đen xay Đắk Lắk CHIN-SU 10gr (1000m x 135mm x 85µm),Cuo,Met,Met,,PG,,,"72,000",,0,,,Active
99TO20085,BTP2 tương ớt CHIN-SU Original XK Trung Quốc,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99TO20086,BTP2 tương ớt CHIN-SU Original XK Malaysia,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99TO20087,BTP2 tương ớt CHIN-SU Sriracha XK Malaysia,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BGTQ00042,Thùng carton NK Faith chanh muối có gas 355ml (351x232x215)mm,Cai,,Cai,,PG,,,600,,1,,,Active
97KM03706,Hanger cà phê Wake up dây treo (fomex),Cai,,Cai,,POSM,0.00015,0.0008,"2,400",,1,,,Active
03NM00894,Nước mắm CHIN-SU 365 40N 12chai x 300ml,Cha,Thu,Thu,Cha,FG,8.60E-03,0.013258764,44,11,12,12,Y,Active
ABGV00285,Bột HVP VP-2000,Kgs,,Kgs,,RM,0.001,,500,,1,,,Active
97HP00073,Nước giặt xả Chanté de élégante cao cấp 8 trong 1 40túi x 250gr,Tui,Thu,Thu,Tui,FG,0.010810752,0.020831132,40,,40,40,,Active
94XX00093,BTP xúc xích phô mai tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
993400060,BTP gà thanh lý sau đẻ_H11,UNI,,UNI,,IP,,,,,1,,,Active
BGNA01543,Nhãn decal giấy NC Nam Ngư ớt tỏi Lý Sơn mặt sau dạng cuộn 500ml (26x162)mm,Cai,Cuo,Cuo,,PG,,,143,,"7,000",,,Active
ANTV00020,Nước ép táo khử ion (OEM),Kgs,,Kgs,,RM,0.001,,,,1,,,Active
AKNS00446,Lá xạ hương sấy khô,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
BNCH00655,Chai trơn hồng NGX Chanté délicate cao cấp 8 trong 1 3.1kg,Cai,,Cai,,PG,,,,,1,,,Active
BGST02238,Nhãn trước NGX Chanté délicate cao cấp 8 trong 1 3.1kg (226x155)mm,Cai,,Cai,,PG,,,,,1,,,Active
99HH01356,BTP maltose syrup,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
01PH00107,Phở Bò CHIN-SU Story XK China 30gói x 81gr,Goi,Thu,Thu,Goi,FG,2.78E-03,0.028331375,60,,30,30,,Active
BGTB00114,Thùng carton bia Red Ruby Max KM bình đá Hibox 1.6L 330ml (355x236x150)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGCO00132,Nắp thùng carton nem chua rán MEATDeli 500gr (575x315x130)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGCO00133,Thân thùng carton nem chua rán MEATDeli 500gr (555x305x130)mm,Cai,,Cai,,PG,,,,,1,,,Active
04MS02386,Màng phở CHIN-SU Story hương vị gà XK China (SS Trading) 64gr (1800m x 340mm x 46µm),Cuo,Met,Met,,PG,,,,,0,,,Active
04MS02387,Màng phở CHIN-SU Story hương vị bò XK China (SS Trading) 68gr (1800m x 340mm x 46µm),Cuo,Met,Met,,PG,,,,,0,,,Active
04MS02269,Màng nêm mì Komi xốt kiểu Thái 61gr (1800m x 140mm x 48µm),Cuo,Met,Met,,PG,,,,,0,,,Active
04MS02270,Màng dầu mì Komi xốt kiểu Thái 61gr (1300m x 70mm x 52µm),Cuo,Met,Met,,PG,,,,,0,,,Active
32152,3F Đùi gà rút xương (X) (Túi),Kgs,Tui,Tui,,FG,0.001025,,,,1,,,Active
32153,3F Đùi gà tháo khớp (X) (Túi),Kgs,Tui,Tui,,FG,0.001025,,,,1,,,Active
33572,3F Má đùi gà tháo khớp (X) (Túi),Kgs,Tui,Tui,,FG,0.001025,,,,1,,,Active
34014,3F Mề gà (X) (Túi),Kgs,Tui,Tui,,FG,0.001025,,,,1,,,Active
35513,3F Tim gà (X) (Túi),Kgs,Tui,Tui,,FG,0.001025,,,,1,,,Active
BGNA01603,Nhãn decal giấy NM Nam Ngư mặt trước 500ml (33.5x125)mm,Cai,,Cai,,PG,,,"1,500,000",,1,,,Active
03OT00374,Tương ớt CHIN-SU XK Nhật (IMAI) 8chai x 1kg,Cha,Thu,Thu,Cha,FG,0.008904,0.01431104,90,,8,8,Y,Active
BGNO00580,Nhãn decal TO CHIN-SU XK Nhật (IMAI) mặt trước dạng cuộn 1kg,Cai,Cuo,Cuo,,PG,,,667,,"1,500",,,Active
994300257,BTP gà thịt màu (≥65 ngày tuổi) sub 114,Kgs,CON,CON,,IP,0.0016,,,,2,,,Active
99HH01603,BTP xốt viên súp mì Omachi quán xá Châu Á tomyum Bangkok XK Nga,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01604,BTP xốt viên súp mì Omachi quán xá Châu Á bò Đài Loan XK Nga,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99CB00789,BTP xốt gia vị mì Omachi quán xá Châu Á bò Đài Loan XK Nga,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99DA00938,Gói xốt mì Omachi quán xá Châu Á bò Đài Loan XK Nga,Goi,,Goi,,IP,,,,,1,,,Active
04MS01775,Màng nêm mì Omachi Tôm chua cay XK China (SS Trading) 80gr (1800m x 140mm x 46µm),Cuo,Met,Met,,PG,,,,,0,,,Active
04MS01776,Màng nêm mì Omachi Sườn XK China (SS Trading) 80gr (1800m x 140mm x 46µm),Cuo,Met,Met,,PG,,,,,0,,,Active
99CB00697,BTP xốt hủ tiếu Mỹ Tho,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99CB00698,BTP xương hủ tiếu Mỹ Tho,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99CB00699,BTP lòng hủ tiếu Mỹ Tho,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99CB00700,BTP xốt sa tế hủ tiếu sa tế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
04HP00594,Bột giặt NET hương hoa nắng ngát hương 10kg,Bic,,Bic,Bic,FG,0.010103,0.0242535,50,5,1,1,,Active
993400061,BTP gà thanh lý sau đẻ_H12,UNI,,UNI,,IP,,,,,1,,,Active
04HP00551,Bột giặt NET hương hoa Ngọc Lan 4bịch x 3.5kg (XK AFG),Bic,Thu,Thu,Bic,FG,0.01494827,0.037415664,30,6,4,4,,Active
BNTU01614,Túi màng phức hợp BG NET hương hoa Ngọc Lan 3.5kg (XK AFG) (265x450xGS45)mm (AW1125),Cai,,Cai,,PG,,,,,1,,,Active
03HG00216,Hạt nêm CHIN-SU ngọt xương thơm thịt 16gói x 400gr,Goi,Thu,Thu,Goi,FG,0.00696,0.020507536,40,8,16,16,,Active
BNTU01478,Túi hạt nêm CHIN-SU ngọt xương thơm thịt 400gr (240x180)mm,Cai,,Cai,,PG,,,"28,000",,1,,,Active
04MS01779,Màng xốt phở Bò CHIN-SU Story XK China 81gr (1300m x 150mm x 69µm),Cuo,Met,Met,,PG,,,,,0,,,Active
97KM04012,Thùng carton mì DDKT Omachi xốt Bò hầm KM 2gói tự động giấy trắng 81gr (382x109x327)mm,Cai,,Cai,,POSM,0.00005,0.0023,"1,000",,1,,,Active
08TL00110,Thực phẩm bổ sung nước tăng lực Wake up 247 1 shot 4hộp x 12chai x 57ml,Hop,Thu,Thu,Cha,FG,0.00384,0.00674538,150,15,4,48,,Active
04MS02388,Màng mì Kokomi tôm chua cay XK China (SS Trading) 65gr (1800m x 270mm x 46µm),Cuo,Met,Met,,PG,,,,,0,,,Active
04MS02271,Màng rau mì Komi xốt kiểu Thái 61gr (2000m x 140mm x 39µm),Cuo,Met,Met,,PG,,,,,0,,,Active
1315,BTP thịt bẹo đùi heo tam giác,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
1316,BTP thịt bẹo đùi heo tam giác cắt viên,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01387,BTP nghêu trên sàng 12.5mm,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01388,BTP nấm trên sàng 3mm,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01389,BTP thanh cua trên sàng 3mm,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BGNA01604,Nhãn decal giấy NM Nam Ngư mặt sau 500ml (32.5x138)mm,Cai,,Cai,,PG,,,"1,500,000",,1,,,Active
BGNO00581,Nhãn decal TO CHIN-SU XK Nhật (IMAI) mặt sau dạng cuộn 1kg,Cai,Cuo,Cuo,,PG,,,667,,"1,500",,,Active
BGTT00449,Thùng carton TO CHIN-SU XK Nhật (IMAI) 1kg (266x216x225)mm,Cai,,Cai,,PG,,,960,,1,,,Active
APPG00367,Hỗn hợp chất ổn định Novagel GP3282,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
99CB00701,BTP xốt đậu phộng hủ tiếu sa tế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99CB00702,BTP xương hủ tiếu sa tế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99DA00785,Gói xốt hủ tiếu Mỹ Tho,Goi,,Goi,,IP,,,,,1,,,Active
99DA00786,Gói xốt đậu phộng hủ tiếu sa tế,Goi,,Goi,,IP,,,,,1,,,Active
99DA00787,Gói xốt sa tế hủ tiếu sa tế,Goi,,Goi,,IP,,,,,1,,,Active
BGTA00806,Thùng carton NM Nam Ngư MB 150ml (336x264x167)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGNA01671,Nhãn giấy decal NM Nam Ngư mặt trước dạng cuộn 150ml (20.5x83)mm,Cai,Cuo,Cuo,,PG,,,111,,"9,000",,,Active
BNTU01584,Túi cánh gà tẩm xốt vị mala 600gr (280x210)mm,Cai,,Cai,,PG,,,,,1,,,Active
BNTU01585,Túi đùi gà tẩm xốt vị mala 600gr (280x210)mm,Cai,,Cai,,PG,,,,,1,,,Active
BNNK00168,Nhãn decal gà tẩm xốt vị mala (150x40)mm,Cai,,Cai,,PG,,,,,1,,,Active
BNNK00169,Nhãn decal gà tẩm xốt vị mala (150x20)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGCO00160,Nắp thùng carton gà tẩm xốt (360x280x230)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGCO00161,Thân thùng carton gà tẩm xốt (340x260x230)mm,Cai,,Cai,,PG,,,,,1,,,Active
04HP00480,Nước rửa chén Chanté cao cấp 8 trong 1 hương Cam Satsuma 15chai x 750gr,Cha,Thu,Thu,Cha,FG,0.012796,7.62E-03,48,12,15,15,,Active
BGHP00657,Thùng carton BG NET hương hoa Ngọc Lan (XK AFG) 5 lớp 3.5kg (490x300x202)mm (AW1125),Cai,,Cai,,PG,,,520,,1,,,Active
08CF00970,Cà phê hòa tan Wake up Mekong cam (QR) 20bịch x 24stick x 18gr,Bic,Thu,Thu,Bic,FG,0.01005,0.036091488,36,6,20,20,,Active
BGTG00410,Thùng carton hạt nêm CHIN-SU ngọt xương thơm thịt 400gr (409x294x141)mm,Cai,,Cai,,PG,,,"1,200",,1,,,Active
BNNH00035,Nhãn decal combo thịt đút lò Ponnie 170gr,Cai,,Cai,,PG,,,"100,000",,1,,,Active
BGTA00634,Thùng carton NM Nam Ngư KM 1chai NC Nam Ngư ớt tỏi Lý Sơn MN 300ml - 500ml (342x227x270)mm,Cai,,Cai,,PG,,,"1,440",,1,,,Active
BGTA00635,Thùng carton NM Nam Ngư KM 1chai NC Nam Ngư ớt tỏi Lý Sơn MB 300ml - 500ml (342x227x270)mm,Cai,,Cai,,PG,,,960,,1,,,Active
04MS01780,Màng nêm phở Bò CHIN-SU Story XK China 81gr (1800m x 160mm x 46µm),Cuo,Met,Met,,PG,,,,,0,,,Active
04MS01781,Màng phở Bò CHIN-SU Story XK China 81gr (1500m x 340mm x 48µm),Cuo,Met,Met,,PG,,,,,0,,,Active
99CB00752,BTP xốt Omachi quán xá Châu Á bánh canh thập cẩm,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99CB00753,BTP xốt sợi tam hoa Omachi vị lẩu tôm càng,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99CB00754,BTP xốt Omachi debut bánh canh ghẹ,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99DA00879,Gói xốt Omachi quán xá Châu Á bánh canh thập cẩm,Goi,,Goi,,IP,,,,,1,,,Active
04MS02389,Màng mì Kokomi gà nấu nấm hương XK China (SS Trading) 65gr (1800m x 270mm x 46µm),Cuo,Met,Met,,PG,,,,,0,,,Active
02KK00503,Mì Kokomi tôm chua cay XK China (SS Trading) 30gói x 65gr,Goi,Thu,Thu,Goi,FG,2.04E-03,9.89E-03,132,11,30,30,Y,Active
02XX00267,Xúc xích tiệt trùng Ponnie Thịt phô mai 4hộp x 12cây x 45gr,Hop,Thu,Thu,Hop,FG,0.00278,0.0096525,156,26,4,4,,Active
99HP20150,BTP nước rửa chén NET đậm đặc và sạch hương chanh,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
97KM03245,Giỏ đựng quần áo Joins - Xoài cát,Cai,,Cai,,POSM,0.00057,0.00454,,,1,,,Active
99ME00164,BTP cánh gà tẩm xốt kiểu Hồng Kông,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99ME00165,BTP đùi gà tẩm xốt kiểu Hồng Kông,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99RA00291,Gói rau hủ tiếu Mỹ Tho,Goi,,Goi,,IP,,,,,1,,,Active
99RA00292,Gói rau hủ tiếu sa tế,Goi,,Goi,,IP,,,,,1,,,Active
99TH00102,Gói xương hủ tiếu Mỹ Tho,Goi,,Goi,,IP,,,,,1,,,Active
99TH00103,Gói lòng hủ tiếu Mỹ Tho,Goi,,Goi,,IP,,,,,1,,,Active
BGNA01672,Nhãn giấy decal NM Nam Ngư mặt sau dạng cuộn 150ml (20.5x83)mm,Cai,Cuo,Cuo,,PG,,,111,,"9,000",,,Active
BGTG00480,Thùng carton HN CHIN-SU ngọt Tôm thơm thịt MN KM 2chai NC Đệ Nhị 900ml - 900gr (384x270x214)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGNO00818,Nhãn decal giấy TO CHIN-SU Sriracha XK Canada mặt trước dạng cuộn 450ml,Cai,Cuo,Cuo,,PG,,,,,"5,000",,,Active
BGNO00819,Nhãn decal giấy TO CHIN-SU Sriracha XK Canada mặt sau dạng cuộn 450ml,Cai,Cuo,Cuo,,PG,,,,,"5,000",,,Active
BGTT00611,Thùng carton TO CHIN-SU Sriracha XK Canada 450ml (367x167x184)mm,Cai,,Cai,,PG,,,,,1,,,Active
03NT00601,Nước tương CHIN-SU XK Mongolia (MCC) 24chai x 250ml,Cha,Thu,Thu,Cha,FG,7.52E-03,4.21E-01,91,13,24,24,,Active
BGNT00431,Nhãn decal chai NT CHIN-SU XK Mongolia (MCC) 250ml (190x38)mm,Cai,,Cai,,PG,,,,,1,,,Active
94C600030,BTP cà phê Chất Sài Gòn 2in1 RUS,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
04MS01801,Màng rau phở Bò CHIN-SU Story XK China 81gr (1800m x 120mm x 46µm),Cuo,Met,Met,,PG,,,,,0,,,Active
BGHP00482,Thùng carton NG NET Matic hương hoa nắng ngát hương túi 3kg (455x190x345)mm (AW1224),Cai,,Cai,,PG,,,,,1,,,Active
BNTU01336,Túi NG NET Matic hương hoa nắng ngát hương 3kg (255x360xGS70)mm (AW1224),Cai,,Cai,,PG,,,,,1,,,Active
97KM03863,Sticker gói xốt cơm tự chín bibimbap (70x60)mm,Cai,,Cai,,POSM,0.00001,0.0000042,"1,000,000",,1,,,Active
97KM03908,Voucher WinX 1.500.000 điểm,Cai,,Cai,,POSM,,,,,1,,,Active
BGTA00636,Thùng carton NM Nam Ngư KM 1chai NC Nam Ngư ớt tỏi Lý Sơn MN 300ml - 750ml (412x207x280)mm,Cai,,Cai,,PG,,,"1,440",,1,,,Active
BGTA00637,Thùng carton NM Nam Ngư KM 1chai NC Nam Ngư ớt tỏi Lý Sơn MB 300ml - 750ml (412x207x280)mm,Cai,,Cai,,PG,0.0003,0.00715,960,,1,,,Active
BGTP00177,Thùng carton phở Bò CHIN-SU Story XK China 81gr (465x385x135)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGST02239,Nhãn sau NGX Chanté délicate cao cấp 8 trong 1 3.1kg (226x155)mm,Cai,,Cai,,PG,,,,,1,,,Active
99DA00880,Gói xốt Omachi quán xá Châu Á bánh canh thập cẩm (Transfer),Goi,,Goi,,IP,,,,,1,,,Active
99DA00881,Gói xốt sợi tam hoa Omachi hương vị lẩu tôm càng,Goi,,Goi,,IP,,,,,1,,,Active
99DA00882,Gói xốt Omachi debut bánh canh ghẹ,Goi,,Goi,,IP,,,,,1,,,Active
99RA00332,Viên súp Omachi quán xá Châu Á bánh canh thập cẩm,Vie,,Vie,,IP,,,,,1,,,Active
99RA00333,Viên canh sợi tam hoa Omachi hương vị lẩu tôm càng,Vie,,Vie,,IP,,,,,1,,,Active
02KK00504,Mì Kokomi gà nấu nấm hương XK China (SS Trading) 30gói x 65gr,Goi,Thu,Thu,Goi,FG,2.04E-03,9.89E-03,132,11,30,30,Y,Active
BGNA01605,Nhãn giấy NM Nam Ngư mặt trước 500ml (32.5x138)mm,Cai,,Cai,,PG,,,"1,500,000",,1,,,Active
BGNA01608,Nhãn giấy NM Nam Ngư mặt sau 900ml (39x138)mm,Cai,,Cai,,PG,,,,,1,,,Active
04MS02291,Màng xốt mì DDKT Omachi trộn xốt Spaghetti tô (1000m x 180mm x 78µm),Cuo,Met,Met,,PG,,,,,0,,,Active
BGTM01903,Thùng carton mì Omachi hương vị tôm càng chua cay tự động giấy trắng 80gr (382x109x307)mm,Cai,,Cai,,PG,,,,,1,,,Active
BNTU01522,Túi xốt nhà hàng CHIN-SU thịt kho 70gr,Cai,,Cai,,PG,,,"24,000",,1,,,Active
BGHG00027,Hộp xốt nhà hàng CHIN-SU thịt nướng 80gr,Cai,,Cai,,PG,,,,,1,,,Active
BGHG00028,Hộp xốt nhà hàng CHIN-SU nướng muối ớt 80gr,Cai,,Cai,,PG,,,,,1,,,Active
BNMC00874,Màng PE quấn pallet tự động 500mm x 10µm x 2736m,Cuo,Kgs,Kgs,,PG,,,679,,0,,,Active
ANKS00229,Thuốc Linspec Premix,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
97KM03575,Topboard nhựa kệ mì Omachi có khung (490x700)mm,Cai,,Cai,,POSM,0.0007,0.0102,346,,1,,,Active
99HH01393,BTP hạt nêm CHIN-SU ngọt thanh Nấm Shiitake XK Mỹ,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01394,BTP hạt nêm CHIN-SU ngọt thanh Nấm Shiitake,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99TH00104,Gói xương hủ tiếu sa tế,Goi,,Goi,,IP,,,,,1,,,Active
99TH10090,Gói xương hủ tiếu Mỹ Tho (sau bảo ôn),Goi,,Goi,,IP,,,,,1,,,Active
99TH10091,Gói lòng hủ tiếu Mỹ Tho (sau bảo ôn),Goi,,Goi,,IP,,,,,1,,,Active
99TH10092,Gói xương hủ tiếu sa tế (sau bảo ôn),Goi,,Goi,,IP,,,,,1,,,Active
BGTF00641,Thùng carton cà phê hòa tan Wake up White Coffee hộp 18gr (426x238x326)mm,Cai,,Cai,,PG,,,720,,1,,,Active
BGTG00481,Thùng carton HN CHIN-SU ngọt Tôm thơm thịt MB KM 2chai NC Đệ Nhị 800ml - 900gr (384x270x214)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGST02374,Sticker decal thùng NT CHIN-SU XK Mongolia (MCC) 250ml (130x95)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM03624,Balo Heo cao bồi (370x270x130)mm,Cai,,Cai,,POSM,0.00038,0.012987,80,,1,,,Active
ANKC00154,TAHH cao cấp siêu sinh sản heo hậu bị FM1,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
ANKC00155,TAHH cao cấp siêu sinh sản heo hậu bị FM1 - 25kg,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
ANKC00156,TAHH cao cấp siêu sinh sản heo nái mang thai cao sản FM1,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
ANKC00157,TAHH cao cấp siêu sinh sản heo nái nuôi con cao sản FM1,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
ANKC00158,TAHH cao cấp siêu sinh sản heo nái nuôi con FM1 - 25kg,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
98HP00097,SPGC Nước giặt xả Chanté de élégante cao cấp 8 trong 1 40túi x 250gr (97HP00073),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
BGTF00718,Thùng carton cà phê hòa tan Wake up Mekong xanh 18gr (409x364x210)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM03674,Shelf talker B'fast (1200x80)mm,Cai,,Cai,,POSM,0.0001,0.00672,,,1,,,Active
99RA00334,Viên canh sợi gạo Omachi lẩu tam hoa tôm càng cao cấp,Vie,,Vie,,IP,,,,,1,,,Active
99RM00046,Vắt bánh canh Omachi quán xá Châu Á 45gr,Cai,,Cai,,IP,,,,,1,,,Active
99RM00047,Vắt bánh canh Omachi quán xá Châu Á (sau wrap) 45gr,Goi,,Goi,,IP,,,,,1,,,Active
